"","Data","Measure_Code","Measure_ItemName_ENG","Measure_SortOrder","Measure_Hierarchy","Measure_ItemNotes_ENG","Period_Code","Period_ItemName_ENG","Period_SortOrder","Period_Hierarchy","Period_ItemNotes_ENG","Transactiontype_Code","Transactiontype_ItemName_ENG","Transactiontype_SortOrder","Transactiontype_Hierarchy","Transactiontype_ItemNotes_ENG","Transactionvalue_Code","Transactionvalue_ItemName_ENG","Transactionvalue_SortOrder","Transactionvalue_Hierarchy","Transactionvalue_ItemNotes_ENG","PartitionKey"
"4574",75,"V","Property value taxed (£ million)","103","0","","201920Apr","April 2019-20","211","201920Q1","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4575",720,"C","Number of transactions","101","0","","201920Apr","April 2019-20","211","201920Q1","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4576",1.4,"D","Tax due (£ million)","102","0","","201920Apr","April 2019-20","211","201920Q1","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4577",152,"V","Property value taxed (£ million)","103","0","","201920Apr","April 2019-20","211","201920Q1","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4578",4020,"C","Number of transactions","101","0","","201920Apr","April 2019-20","211","201920Q1","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4579",10,"D","Tax due (£ million)","102","0","","201920Apr","April 2019-20","211","201920Q1","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4580",739,"V","Property value taxed (£ million)","103","0","","201920Apr","April 2019-20","211","201920Q1","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4581",2580,"C","Number of transactions","101","0","","201920Apr","April 2019-20","211","201920Q1","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4582",2.1,"D","Tax due (£ million)","102","0","","201920Apr","April 2019-20","211","201920Q1","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4583",294,"V","Property value taxed (£ million)","103","0","","201920Apr","April 2019-20","211","201920Q1","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4584",0.7,"D","Tax due (£ million)","102","0","","201920Apr","April 2019-20","211","201920Q1","","MR","Revenue from main rate","121","RH","","A99","Residential total","100","Tot","",""
"4585",0,"D","Tax due (£ million)","102","0","","201920Apr","April 2019-20","211","201920Q1","","MR","Revenue from main rate","121","RH","","A01","Residential up to and including £180,000","101","A99","",""
"4586",0.1,"D","Tax due (£ million)","102","0","","201920Apr","April 2019-20","211","201920Q1","","MR","Revenue from main rate","121","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"4587",0.2,"D","Tax due (£ million)","102","0","","201920Apr","April 2019-20","211","201920Q1","","MR","Revenue from main rate","121","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"4588",5.1,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","HR","Revenue from higher rate","122","RH","","A99","Residential total","100","Tot","",""
"4589",2.5,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","HR","Revenue from higher rate","122","RH","","A01","Residential up to and including £180,000","101","A99","",""
"4590",1,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","HR","Revenue from higher rate","122","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"4591",0.6,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","HR","Revenue from higher rate","122","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"4592",200,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4593",3.5,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4594",103,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4595",2350,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4596",0,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4597",288,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4598",890,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4599",1,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4600",189,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4601",4170,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4602",9.4,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4603",816,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4604",40,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4605",1.2,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4606",20,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4607",800,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4608",2.5,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4609",85,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4610",160,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4611",1.2,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4612",34,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4613",1100,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4614",6.7,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4615",177,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4616",240,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4617",4.7,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4618",123,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4619",1040,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4620",2.2,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4621",223,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4622",5270,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4623",16.1,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4624",992,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4625",3150,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4626",2.5,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4627",373,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4628",1.6,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","MR","Revenue from main rate","121","RH","","A99","Residential total","100","Tot","",""
"4629",0,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","MR","Revenue from main rate","121","RH","","A01","Residential up to and including £180,000","101","A99","",""
"4630",0.2,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","MR","Revenue from main rate","121","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"4631",0.6,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","MR","Revenue from main rate","121","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"4632",160,"C","Number of transactions","101","0","","201920Dec","December 2019-20","233","201920Q3","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4633",2.7,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4634",79,"V","Property value taxed (£ million)","103","0","","201920Dec","December 2019-20","233","201920Q3","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4635",0,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4636",260,"V","Property value taxed (£ million)","103","0","","201920Dec","December 2019-20","233","201920Q3","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4637",800,"C","Number of transactions","101","0","","201920Dec","December 2019-20","233","201920Q3","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4638",0.9,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4639",170,"V","Property value taxed (£ million)","103","0","","201920Dec","December 2019-20","233","201920Q3","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4640",3790,"C","Number of transactions","101","0","","201920Dec","December 2019-20","233","201920Q3","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4641",7.6,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4642",731,"V","Property value taxed (£ million)","103","0","","201920Dec","December 2019-20","233","201920Q3","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4643",2140,"C","Number of transactions","101","0","","201920Dec","December 2019-20","233","201920Q3","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4644",40,"C","Number of transactions","101","0","","201920Dec","December 2019-20","233","201920Q3","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4645",1.2,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4646",21,"V","Property value taxed (£ million)","103","0","","201920Dec","December 2019-20","233","201920Q3","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4647",2.4,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4648",85,"V","Property value taxed (£ million)","103","0","","201920Dec","December 2019-20","233","201920Q3","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4649",150,"C","Number of transactions","101","0","","201920Dec","December 2019-20","233","201920Q3","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4650",1.1,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4651",32,"V","Property value taxed (£ million)","103","0","","201920Dec","December 2019-20","233","201920Q3","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4652",1120,"C","Number of transactions","101","0","","201920Dec","December 2019-20","233","201920Q3","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4653",6.4,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4654",174,"V","Property value taxed (£ million)","103","0","","201920Dec","December 2019-20","233","201920Q3","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4655",810,"C","Number of transactions","101","0","","201920Dec","December 2019-20","233","201920Q3","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4656",3.9,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4657",101,"V","Property value taxed (£ million)","103","0","","201920Dec","December 2019-20","233","201920Q3","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4658",2,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4659",202,"V","Property value taxed (£ million)","103","0","","201920Dec","December 2019-20","233","201920Q3","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4660",200,"C","Number of transactions","101","0","","201920Dec","December 2019-20","233","201920Q3","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4661",14,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4662",906,"V","Property value taxed (£ million)","103","0","","201920Dec","December 2019-20","233","201920Q3","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4663",2960,"C","Number of transactions","101","0","","201920Dec","December 2019-20","233","201920Q3","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4664",2.4,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4665",345,"V","Property value taxed (£ million)","103","0","","201920Dec","December 2019-20","233","201920Q3","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4666",950,"C","Number of transactions","101","0","","201920Dec","December 2019-20","233","201920Q3","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4667",0,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","MR","Revenue from main rate","121","RH","","A01","Residential up to and including £180,000","101","A99","",""
"4668",0.2,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","MR","Revenue from main rate","121","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"4669",0.6,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","MR","Revenue from main rate","121","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"4670",4900,"C","Number of transactions","101","0","","201920Dec","December 2019-20","233","201920Q3","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4671",2.4,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","HR","Revenue from higher rate","122","RH","","A01","Residential up to and including £180,000","101","A99","",""
"4672",0.9,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","HR","Revenue from higher rate","122","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"4673",0.6,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","HR","Revenue from higher rate","122","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"4674",1.5,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","MR","Revenue from main rate","121","RH","","A99","Residential total","100","Tot","",""
"4675",4.9,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","HR","Revenue from higher rate","122","RH","","A99","Residential total","100","Tot","",""
"4676",4.3,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","HR","Revenue from higher rate","122","RH","","A99","Residential total","100","Tot","",""
"4677",2.1,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","HR","Revenue from higher rate","122","RH","","A01","Residential up to and including £180,000","101","A99","",""
"4678",0.9,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","HR","Revenue from higher rate","122","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"4679",0.5,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","HR","Revenue from higher rate","122","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"4680",140,"C","Number of transactions","101","0","","201920Feb","February 2019-20","242","201920Q4","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4681",2.4,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4682",70,"V","Property value taxed (£ million)","103","0","","201920Feb","February 2019-20","242","201920Q4","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4683",1740,"C","Number of transactions","101","0","","201920Feb","February 2019-20","242","201920Q4","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4684",0,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4685",207,"V","Property value taxed (£ million)","103","0","","201920Feb","February 2019-20","242","201920Q4","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4686",580,"C","Number of transactions","101","0","","201920Feb","February 2019-20","242","201920Q4","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4687",0.7,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4688",124,"V","Property value taxed (£ million)","103","0","","201920Feb","February 2019-20","242","201920Q4","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4689",2920,"C","Number of transactions","101","0","","201920Feb","February 2019-20","242","201920Q4","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4690",6,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4691",550,"V","Property value taxed (£ million)","103","0","","201920Feb","February 2019-20","242","201920Q4","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4692",40,"C","Number of transactions","101","0","","201920Feb","February 2019-20","242","201920Q4","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4693",1.1,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4694",19,"V","Property value taxed (£ million)","103","0","","201920Feb","February 2019-20","242","201920Q4","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4695",730,"C","Number of transactions","101","0","","201920Feb","February 2019-20","242","201920Q4","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4696",2.1,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4697",74,"V","Property value taxed (£ million)","103","0","","201920Feb","February 2019-20","242","201920Q4","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4698",160,"C","Number of transactions","101","0","","201920Feb","February 2019-20","242","201920Q4","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4699",1.1,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4700",33,"V","Property value taxed (£ million)","103","0","","201920Feb","February 2019-20","242","201920Q4","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4701",1010,"C","Number of transactions","101","0","","201920Feb","February 2019-20","242","201920Q4","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4702",5.6,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4703",156,"V","Property value taxed (£ million)","103","0","","201920Feb","February 2019-20","242","201920Q4","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4704",180,"C","Number of transactions","101","0","","201920Feb","February 2019-20","242","201920Q4","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4705",3.5,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4706",89,"V","Property value taxed (£ million)","103","0","","201920Feb","February 2019-20","242","201920Q4","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4707",740,"C","Number of transactions","101","0","","201920Feb","February 2019-20","242","201920Q4","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4708",1.7,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4709",157,"V","Property value taxed (£ million)","103","0","","201920Feb","February 2019-20","242","201920Q4","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4710",3940,"C","Number of transactions","101","0","","201920Feb","February 2019-20","242","201920Q4","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4711",11.6,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4712",706,"V","Property value taxed (£ million)","103","0","","201920Feb","February 2019-20","242","201920Q4","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4713",2470,"C","Number of transactions","101","0","","201920Feb","February 2019-20","242","201920Q4","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4714",2.1,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4715",281,"V","Property value taxed (£ million)","103","0","","201920Feb","February 2019-20","242","201920Q4","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4716",1.3,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","MR","Revenue from main rate","121","RH","","A99","Residential total","100","Tot","",""
"4717",0,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","MR","Revenue from main rate","121","RH","","A01","Residential up to and including £180,000","101","A99","",""
"4718",0.2,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","MR","Revenue from main rate","121","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"4719",0.6,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","MR","Revenue from main rate","121","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"4720",4.3,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","HR","Revenue from higher rate","122","RH","","A99","Residential total","100","Tot","",""
"4721",2.2,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","HR","Revenue from higher rate","122","RH","","A01","Residential up to and including £180,000","101","A99","",""
"4722",0.7,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","HR","Revenue from higher rate","122","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"4723",0.4,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","HR","Revenue from higher rate","122","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"4724",140,"C","Number of transactions","101","0","","201920Jan","January 2019-20","241","201920Q4","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4725",2.4,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4726",71,"V","Property value taxed (£ million)","103","0","","201920Jan","January 2019-20","241","201920Q4","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4727",0,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4728",196,"V","Property value taxed (£ million)","103","0","","201920Jan","January 2019-20","241","201920Q4","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4729",570,"C","Number of transactions","101","0","","201920Jan","January 2019-20","241","201920Q4","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4730",0.7,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4731",121,"V","Property value taxed (£ million)","103","0","","201920Jan","January 2019-20","241","201920Q4","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4732",2840,"C","Number of transactions","101","0","","201920Jan","January 2019-20","241","201920Q4","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4733",6,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4734",535,"V","Property value taxed (£ million)","103","0","","201920Jan","January 2019-20","241","201920Q4","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
