"","periodCode","periodDescription","transactionTypeCode","transactionTypeDescription","valueBinCode","valueBinDescription","measureCode","measureCodeDescription","dataValue","lowBin","highBin","baseYear"
"47141","YE20210331","Year ending 31 March 2021","RM","Main rates residential",1,"£1 to £5,000","V","Property value taxed (£ million)",0,1,5000,2021
"12685","YE20210331","Year ending 31 March 2021","RM","Main rates residential",4,"Â£5,001 to Â£20,000","C","Number of transactions",70,5001,20000,2021
"151","YE20210331","Year ending 31 March 2021","RM","Main rates residential",4,"Â£5,001 to Â£20,000","D","Tax due (£ million)",NA,5001,20000,2021
"1861","YE20210331","Year ending 31 March 2021","RM","Main rates residential",4,"Â£5,001 to Â£20,000","V","Property value taxed (£ million)",1.25,5001,20000,2021
"45361","YE20210331","Year ending 31 March 2021","RM","Main rates residential",5,"£20,001 to £25,000","C","Number of transactions",20,20001,25000,2021
"46271","YE20210331","Year ending 31 March 2021","RM","Main rates residential",5,"£20,001 to £25,000","D","Tax due (£ million)",0,20001,25000,2021
"47181","YE20210331","Year ending 31 March 2021","RM","Main rates residential",5,"£20,001 to £25,000","V","Property value taxed (£ million)",0.75,20001,25000,2021
"45371","YE20210331","Year ending 31 March 2021","RM","Main rates residential",6,"£25,001 to £30,000","C","Number of transactions",30,25001,30000,2021
"46281","YE20210331","Year ending 31 March 2021","RM","Main rates residential",6,"£25,001 to £30,000","D","Tax due (£ million)",0,25001,30000,2021
"47191","YE20210331","Year ending 31 March 2021","RM","Main rates residential",6,"£25,001 to £30,000","V","Property value taxed (£ million)",0.75,25001,30000,2021
"45381","YE20210331","Year ending 31 March 2021","RM","Main rates residential",7,"£30,001 to £35,000","C","Number of transactions",40,30001,35000,2021
"46291","YE20210331","Year ending 31 March 2021","RM","Main rates residential",7,"£30,001 to £35,000","D","Tax due (£ million)",0,30001,35000,2021
"47201","YE20210331","Year ending 31 March 2021","RM","Main rates residential",7,"£30,001 to £35,000","V","Property value taxed (£ million)",1,30001,35000,2021
"45391","YE20210331","Year ending 31 March 2021","RM","Main rates residential",8,"£35,001 to £40,000","C","Number of transactions",90,35001,40000,2021
"46301","YE20210331","Year ending 31 March 2021","RM","Main rates residential",8,"£35,001 to £40,000","D","Tax due (£ million)",0,35001,40000,2021
"47211","YE20210331","Year ending 31 March 2021","RM","Main rates residential",8,"£35,001 to £40,000","V","Property value taxed (£ million)",3,35001,40000,2021
"45401","YE20210331","Year ending 31 March 2021","RM","Main rates residential",9,"£40,001 to £45,000","C","Number of transactions",200,40001,45000,2021
"46311","YE20210331","Year ending 31 March 2021","RM","Main rates residential",9,"£40,001 to £45,000","D","Tax due (£ million)",0,40001,45000,2021
"47221","YE20210331","Year ending 31 March 2021","RM","Main rates residential",9,"£40,001 to £45,000","V","Property value taxed (£ million)",8,40001,45000,2021
"45411","YE20210331","Year ending 31 March 2021","RM","Main rates residential",10,"£45,001 to £50,000","C","Number of transactions",250,45001,50000,2021
"46321","YE20210331","Year ending 31 March 2021","RM","Main rates residential",10,"£45,001 to £50,000","D","Tax due (£ million)",0,45001,50000,2021
"47231","YE20210331","Year ending 31 March 2021","RM","Main rates residential",10,"£45,001 to £50,000","V","Property value taxed (£ million)",12,45001,50000,2021
"45421","YE20210331","Year ending 31 March 2021","RM","Main rates residential",11,"£50,001 to £55,000","C","Number of transactions",230,50001,55000,2021
"46331","YE20210331","Year ending 31 March 2021","RM","Main rates residential",11,"£50,001 to £55,000","D","Tax due (£ million)",0,50001,55000,2021
"47241","YE20210331","Year ending 31 March 2021","RM","Main rates residential",11,"£50,001 to £55,000","V","Property value taxed (£ million)",12,50001,55000,2021
"45431","YE20210331","Year ending 31 March 2021","RM","Main rates residential",12,"£55,001 to £60,000","C","Number of transactions",340,55001,60000,2021
"46341","YE20210331","Year ending 31 March 2021","RM","Main rates residential",12,"£55,001 to £60,000","D","Tax due (£ million)",0,55001,60000,2021
"47251","YE20210331","Year ending 31 March 2021","RM","Main rates residential",12,"£55,001 to £60,000","V","Property value taxed (£ million)",20,55001,60000,2021
"45441","YE20210331","Year ending 31 March 2021","RM","Main rates residential",13,"£60,001 to £65,000","C","Number of transactions",320,60001,65000,2021
"46351","YE20210331","Year ending 31 March 2021","RM","Main rates residential",13,"£60,001 to £65,000","D","Tax due (£ million)",0,60001,65000,2021
"47261","YE20210331","Year ending 31 March 2021","RM","Main rates residential",13,"£60,001 to £65,000","V","Property value taxed (£ million)",20,60001,65000,2021
"45451","YE20210331","Year ending 31 March 2021","RM","Main rates residential",14,"£65,001 to £70,000","C","Number of transactions",330,65001,70000,2021
"46361","YE20210331","Year ending 31 March 2021","RM","Main rates residential",14,"£65,001 to £70,000","D","Tax due (£ million)",0,65001,70000,2021
"47271","YE20210331","Year ending 31 March 2021","RM","Main rates residential",14,"£65,001 to £70,000","V","Property value taxed (£ million)",23,65001,70000,2021
"45461","YE20210331","Year ending 31 March 2021","RM","Main rates residential",15,"£70,001 to £75,000","C","Number of transactions",440,70001,75000,2021
"46371","YE20210331","Year ending 31 March 2021","RM","Main rates residential",15,"£70,001 to £75,000","D","Tax due (£ million)",0,70001,75000,2021
"47281","YE20210331","Year ending 31 March 2021","RM","Main rates residential",15,"£70,001 to £75,000","V","Property value taxed (£ million)",32,70001,75000,2021
"45471","YE20210331","Year ending 31 March 2021","RM","Main rates residential",16,"£75,001 to £80,000","C","Number of transactions",520,75001,80000,2021
"46381","YE20210331","Year ending 31 March 2021","RM","Main rates residential",16,"£75,001 to £80,000","D","Tax due (£ million)",0,75001,80000,2021
"47291","YE20210331","Year ending 31 March 2021","RM","Main rates residential",16,"£75,001 to £80,000","V","Property value taxed (£ million)",40,75001,80000,2021
"45481","YE20210331","Year ending 31 March 2021","RM","Main rates residential",17,"£80,001 to £85,000","C","Number of transactions",550,80001,85000,2021
"46391","YE20210331","Year ending 31 March 2021","RM","Main rates residential",17,"£80,001 to £85,000","D","Tax due (£ million)",0,80001,85000,2021
"47301","YE20210331","Year ending 31 March 2021","RM","Main rates residential",17,"£80,001 to £85,000","V","Property value taxed (£ million)",46,80001,85000,2021
"45491","YE20210331","Year ending 31 March 2021","RM","Main rates residential",18,"£85,001 to £90,000","C","Number of transactions",640,85001,90000,2021
"46401","YE20210331","Year ending 31 March 2021","RM","Main rates residential",18,"£85,001 to £90,000","D","Tax due (£ million)",0,85001,90000,2021
"47311","YE20210331","Year ending 31 March 2021","RM","Main rates residential",18,"£85,001 to £90,000","V","Property value taxed (£ million)",57,85001,90000,2021
"45501","YE20210331","Year ending 31 March 2021","RM","Main rates residential",19,"£90,001 to £95,000","C","Number of transactions",600,90001,95000,2021
"46411","YE20210331","Year ending 31 March 2021","RM","Main rates residential",19,"£90,001 to £95,000","D","Tax due (£ million)",0,90001,95000,2021
"47321","YE20210331","Year ending 31 March 2021","RM","Main rates residential",19,"£90,001 to £95,000","V","Property value taxed (£ million)",56,90001,95000,2021
"45511","YE20210331","Year ending 31 March 2021","RM","Main rates residential",20,"£95,001 to £100,000","C","Number of transactions",630,95001,1e+05,2021
"46421","YE20210331","Year ending 31 March 2021","RM","Main rates residential",20,"£95,001 to £100,000","D","Tax due (£ million)",0,95001,1e+05,2021
"47331","YE20210331","Year ending 31 March 2021","RM","Main rates residential",20,"£95,001 to £100,000","V","Property value taxed (£ million)",63,95001,1e+05,2021
"45521","YE20210331","Year ending 31 March 2021","RM","Main rates residential",21,"£100,001 to £105,000","C","Number of transactions",510,100001,105000,2021
"46431","YE20210331","Year ending 31 March 2021","RM","Main rates residential",21,"£100,001 to £105,000","D","Tax due (£ million)",0,100001,105000,2021
"47341","YE20210331","Year ending 31 March 2021","RM","Main rates residential",21,"£100,001 to £105,000","V","Property value taxed (£ million)",54,100001,105000,2021
"45531","YE20210331","Year ending 31 March 2021","RM","Main rates residential",22,"£105,001 to £110,000","C","Number of transactions",710,105001,110000,2021
"46441","YE20210331","Year ending 31 March 2021","RM","Main rates residential",22,"£105,001 to £110,000","D","Tax due (£ million)",0,105001,110000,2021
"47351","YE20210331","Year ending 31 March 2021","RM","Main rates residential",22,"£105,001 to £110,000","V","Property value taxed (£ million)",76,105001,110000,2021
"45541","YE20210331","Year ending 31 March 2021","RM","Main rates residential",23,"£110,001 to £115,000","C","Number of transactions",670,110001,115000,2021
"46451","YE20210331","Year ending 31 March 2021","RM","Main rates residential",23,"£110,001 to £115,000","D","Tax due (£ million)",0,110001,115000,2021
"47361","YE20210331","Year ending 31 March 2021","RM","Main rates residential",23,"£110,001 to £115,000","V","Property value taxed (£ million)",76,110001,115000,2021
"45551","YE20210331","Year ending 31 March 2021","RM","Main rates residential",24,"£115,001 to £120,000","C","Number of transactions",910,115001,120000,2021
"46461","YE20210331","Year ending 31 March 2021","RM","Main rates residential",24,"£115,001 to £120,000","D","Tax due (£ million)",0,115001,120000,2021
"47371","YE20210331","Year ending 31 March 2021","RM","Main rates residential",24,"£115,001 to £120,000","V","Property value taxed (£ million)",108,115001,120000,2021
"45561","YE20210331","Year ending 31 March 2021","RM","Main rates residential",25,"£120,001 to £125,000","C","Number of transactions",800,120001,125000,2021
"46471","YE20210331","Year ending 31 March 2021","RM","Main rates residential",25,"£120,001 to £125,000","D","Tax due (£ million)",0,120001,125000,2021
"47381","YE20210331","Year ending 31 March 2021","RM","Main rates residential",25,"£120,001 to £125,000","V","Property value taxed (£ million)",100,120001,125000,2021
"45571","YE20210331","Year ending 31 March 2021","RM","Main rates residential",26,"£125,001 to £130,000","C","Number of transactions",970,125001,130000,2021
"46481","YE20210331","Year ending 31 March 2021","RM","Main rates residential",26,"£125,001 to £130,000","D","Tax due (£ million)",0,125001,130000,2021
"47391","YE20210331","Year ending 31 March 2021","RM","Main rates residential",26,"£125,001 to £130,000","V","Property value taxed (£ million)",124,125001,130000,2021
"45581","YE20210331","Year ending 31 March 2021","RM","Main rates residential",27,"£130,001 to £135,000","C","Number of transactions",800,130001,135000,2021
"46491","YE20210331","Year ending 31 March 2021","RM","Main rates residential",27,"£130,001 to £135,000","D","Tax due (£ million)",0,130001,135000,2021
"47401","YE20210331","Year ending 31 March 2021","RM","Main rates residential",27,"£130,001 to £135,000","V","Property value taxed (£ million)",107,130001,135000,2021
"45591","YE20210331","Year ending 31 March 2021","RM","Main rates residential",28,"£135,001 to £140,000","C","Number of transactions",940,135001,140000,2021
"46501","YE20210331","Year ending 31 March 2021","RM","Main rates residential",28,"£135,001 to £140,000","D","Tax due (£ million)",0,135001,140000,2021
"47411","YE20210331","Year ending 31 March 2021","RM","Main rates residential",28,"£135,001 to £140,000","V","Property value taxed (£ million)",132,135001,140000,2021
"45601","YE20210331","Year ending 31 March 2021","RM","Main rates residential",29,"£140,001 to £145,000","C","Number of transactions",810,140001,145000,2021
"46511","YE20210331","Year ending 31 March 2021","RM","Main rates residential",29,"£140,001 to £145,000","D","Tax due (£ million)",0,140001,145000,2021
"47421","YE20210331","Year ending 31 March 2021","RM","Main rates residential",29,"£140,001 to £145,000","V","Property value taxed (£ million)",116,140001,145000,2021
"45611","YE20210331","Year ending 31 March 2021","RM","Main rates residential",30,"£145,001 to £150,000","C","Number of transactions",990,145001,150000,2021
"46521","YE20210331","Year ending 31 March 2021","RM","Main rates residential",30,"£145,001 to £150,000","D","Tax due (£ million)",0,145001,150000,2021
"47431","YE20210331","Year ending 31 March 2021","RM","Main rates residential",30,"£145,001 to £150,000","V","Property value taxed (£ million)",149,145001,150000,2021
"45621","YE20210331","Year ending 31 March 2021","RM","Main rates residential",31,"£150,001 to £155,000","C","Number of transactions",750,150001,155000,2021
"46531","YE20210331","Year ending 31 March 2021","RM","Main rates residential",31,"£150,001 to £155,000","D","Tax due (£ million)",0,150001,155000,2021
"47441","YE20210331","Year ending 31 March 2021","RM","Main rates residential",31,"£150,001 to £155,000","V","Property value taxed (£ million)",116,150001,155000,2021
"45631","YE20210331","Year ending 31 March 2021","RM","Main rates residential",32,"£155,001 to £160,000","C","Number of transactions",920,155001,160000,2021
"46541","YE20210331","Year ending 31 March 2021","RM","Main rates residential",32,"£155,001 to £160,000","D","Tax due (£ million)",0,155001,160000,2021
